RCAB,Code,Name,Start Date,End Date,Status
ASQA,40964,Qube Learning Pty Ltd,25-Jun-14,24-Jun-19,Current
ASQA,40965,ELITE TRAINING INSTITUTE PTY. LTD.,26-Jun-14,25-Jun-19,Current
ASQA,40966,RMAM PTY LTD,27-Jun-14,26-Jun-19,Current
ASQA,40967,NEXT START PTY. LTD.,30-Jun-14,29-Jun-19,Current
ASQA,40968,PICKS GROUP PTY LTD,1-Jul-14,30-Jun-19,Current
ASQA,40969,ULTIMATE GROUP PTY LTD,3-Jul-14,2-Jul-19,Current
Vic VRQA,4097,Springvale Christian Community Centre Inc,1-Mar-97,31-Mar-05,Non-Current
ASQA,40970,Institute of Body Psychotherapy Pty Ltd,3-Jul-14,2-Jul-19,Current
ASQA,40971,THE REDCLIFFE AERO CLUB,3-Jul-14,2-Jul-19,Current
ASQA,40972,DOEIT PTY LTD,3-Jul-14,2-Jul-19,Current
ASQA,40973,HI-REACH TRAINING AUSTRALIA PTY LTD,3-Jul-14,2-Jul-19,Current
ASQA,40974,PROJECT MANAGEMENT PARTNERS PTY LIMITED,3-Jul-14,2-Jul-19,Current
ASQA,40975,Parsifal College Limited,3-Jul-14,2-Jul-19,Current
ASQA,40976,COROWA R S L CLUB LTD,7-Jul-14,6-Jul-19,Current
ASQA,40977,AUSTRALIAN INSTITUTE OF HIGHER AND FURTHER EDUCATION PTY LTD,8-Jul-14,7-Jul-19,Current
ASQA,40978,"Dreamtime Training Pty Ltd ATF GP&SL Ferguson Family Trust, OJ Geia Trust & NG&NCJ Reill Family Trust",8-Jul-14,7-Jul-19,Current
ASQA,40979,R-TRAINING PTY LTD,9-Jul-14,8-Jul-19,Current
Vic VRQA,4098,Springvale Neighbourhood House Inc,1-Dec-92,31-Dec-19,Current
ASQA,40980,AUSTRALIAN INSTITUTE OF HEALTHCARE EDUCATION PTY LTD,11-Jul-14,10-Jul-19,Current
ASQA,40981,SEED EDUCATION PTY LTD,15-Jul-14,14-Jul-19,Current
ASQA,40982,F.KHAN PTY. LTD.,19-Jun-14,18-Jun-19,Current
ASQA,40983,Skillsright Pty Ltd as the trustee for HAWLEY FAMILY TRUST,18-Jul-14,17-Jul-19,Current
ASQA,40984,New System Homes Pty Ltd,18-Jul-14,17-Jul-19,Current
ASQA,40985,THINKPOINT PTY LTD,18-Jul-14,17-Jul-19,Current
ASQA,40986,GLENN GROVES,18-Jul-14,17-Jul-19,Current
ASQA,40987,Australian Institute of Innovation & Technology Proprietary Limited,18-Jul-14,17-Jul-19,Current
ASQA,40988,PROJEQ Pty Ltd,18-Jul-14,17-Jul-19,Current
ASQA,40989,CLIMB HIGH TREE SERVICES PTY LTD,23-Jul-14,22-Jul-19,Current
Vic VRQA,4099,MacKillop Family Services Limited,1-Feb-96,12-Dec-07,Non-Current
ASQA,40990,RICH RIVER FIRST AID PTY LTD,25-Jul-14,24-Jul-19,Current
ASQA,40991,AIRBORNE AVIATION PTY LTD,25-Jul-14,24-Jul-19,Current
ASQA,40992,RTO SAFETY TRAINING PTY LIMITED,29-Jul-14,28-Jul-19,Current
ASQA,40993,INTERNATIONAL INSTITUTE OF EDUCATION AND TRAINING PTY. LTD.,1-Aug-14,31-Jul-19,Current
ASQA,40994,BEGINNER SOLUTIONS PTY LTD,4-Aug-14,3-Aug-19,Current
ASQA,40995,GLOBAL TRAINING INNOVATIONS PTY. LTD.,5-Aug-14,4-Aug-19,Current
ASQA,40996,ENTERPRISE ORGANISATION PTY LTD,7-Aug-14,6-Aug-19,Current
ASQA,40997,OZTECH TRADE TRAINING COLLEGE PTY LTD,8-Aug-14,7-Aug-19,Current
ASQA,40998,NREL PTY LTD,8-Aug-14,7-Aug-19,Current
ASQA,40999,Inspire Training Academy Pty Ltd,12-Aug-14,11-Aug-19,Current
ASQA,41000,IISSA TRAINING CENTER PTY. LTD.,7-Aug-14,6-Aug-19,Current
ASQA,41002,PROFESSIONAL INVESTIGATIONS PTY. LTD.,15-Aug-14,14-Aug-19,Current
ASQA,41003,BOYNE ISLAND ENVIRONMENTAL EDUCATION CENTRE,30-Jul-14,29-Jul-19,Current
ASQA,41004,Fork Truck Specialists Pty Ltd,22-Aug-14,21-Aug-19,Current
ASQA,41005,Australian Academy of Music and Performing Arts,25-Aug-14,24-Aug-19,Current
ASQA,41006,PARKROO INTERNATIONAL LEADERSHIP COLLEGE PTY LTD,25-Aug-14,24-Aug-19,Current
ASQA,41007,CATCH TRAINING PTY LTD,25-Aug-14,24-Aug-19,Current
ASQA,41008,SKILLS GENERATION PTY LTD,26-Aug-14,25-Aug-19,Current
ASQA,41009,Care Plus Training Pty Ltd,26-Aug-14,25-Aug-19,Current
ASQA,41010,PHILIP DENMEADE,26-Aug-14,25-Aug-19,Current
ASQA,41011,CRC INDUSTRIES (AUST) PTY LIMITED,28-Aug-14,27-Aug-19,Current
ASQA,41012,AUSTRALASIAN LEADERSHIP ACADEMY PTY. LTD.,3-Sep-14,2-Sep-19,Current
ASQA,41013,Noise Measurement Services,3-Sep-14,2-Sep-19,Current
ASQA,41014,COMPLIANCE TRAINING AND ENGINEERING PTY LTD,5-Sep-14,4-Sep-19,Current
ASQA,41015,SHERWOOD COLLEGE AUSTRALIA PTY LTD,5-Sep-14,4-Sep-19,Current
ASQA,41016,AUSTRALIAN EDUCATION ADVISOR PTY LTD,9-Sep-14,8-Sep-19,Current
ASQA,41017,LEVERAGE SERVICES PTY LIMITED,10-Sep-14,9-Sep-19,Current
ASQA,41018,HPA TRAINING PTY LTD,11-Sep-14,10-Sep-19,Current
ASQA,41019,NEW FIRST PTY LTD,12-Sep-14,11-Sep-19,Current
ASQA,41020,Fendley Skills Development Pty Ltd,15-Sep-14,14-Sep-19,Current
ASQA,41021,WESTERN SUBURBS STATE SPECIAL SCHOOL,27-Aug-14,26-Aug-19,Current
ASQA,41022,AUSTRALIAN EDUCATIONAL TRAINING PTY. LTD.,15-Sep-14,14-Sep-19,Current
ASQA,41023,RIGHT MOVE TRAINING INSTITUTE PTY LTD,15-Sep-14,14-Sep-19,Current
ASQA,41024,CLOVER EDUCATIONS PTY LTD,15-Sep-14,14-Sep-19,Current
ASQA,41025,SECURITY ONE 2 ONE TRAINING ACADEMY PTY. LTD.,16-Sep-14,15-Sep-19,Current
ASQA,41026,TAFE SA,24-Sep-14,23-Sep-19,Current
ASQA,41028,GATEWAY COLLEGE OF TECHNOLOGY PTY LTD,30-Sep-14,29-Sep-19,Current
ASQA,41029,TRISTAR ACADEMY PTY LTD,1-Oct-14,30-Sep-19,Current
Vic VRQA,4103,St Kilda Youth Service Ltd,1-Apr-96,27-Jan-15,Cancelled
ASQA,41030,Sapien College Pty Ltd,1-Oct-14,30-Sep-19,Current
ASQA,41031,IONA COLUMBA COLLEGE PTY LTD,2-Oct-14,1-Oct-19,Current
ASQA,41032,SMART NATION EDUCATION PTY LTD,7-Oct-14,6-Oct-19,Current
ASQA,41033,Newcastle Rescue & Consultancy Pty Ltd,9-Oct-14,8-Oct-19,Current
ASQA,41034,TRANSNATIONAL COMPLIANCE MANAGEMENT PTY LTD,13-Oct-14,12-Oct-19,Current
ASQA,41035,EVOLVE COLLEGE PTY LTD,6-Oct-14,5-Oct-19,Current
ASQA,41036,REALTIME EDUCATION & TRAINING SERVICES PTY. LTD.,9-Oct-14,8-Oct-19,Current
ASQA,41037,Newbery Consulting Pty Ltd as the trustee for Newbery Consulting Trust,16-Oct-14,15-Oct-19,Current
ASQA,41038,CHARTER AUSTRALIA PTY LTD,16-Oct-14,15-Oct-19,Current
ASQA,41039,LJS CONSTRUCTIONS PTY LTD,15-Oct-14,14-Oct-19,Current
ASQA,4104,St Laurence Community Services Inc,1-Oct-15,30-Sep-22,Current
ASQA,41040,IGROW FAMILY DAY DAY CARE PTY LTD,27-Oct-14,26-Oct-19,Current
ASQA,41041,AUSTRALIAN ASSOCIATION OF EDUCATION & RESEARCH PTY LTD,27-Oct-14,26-Oct-19,Current
ASQA,41042,SILKY SKIN PTY LTD,27-Oct-14,26-Oct-19,Current
ASQA,41044,AUSTRALIAN ADULT LEARNING INSTITUTE PTY LTD,29-Oct-14,28-Oct-19,Current
ASQA,41045,Brighter Futures Australia Pty Ltd,29-Oct-14,28-Oct-19,Current
ASQA,41046,ANGUS KNIGHT LEARNING PTY LTD,30-Oct-14,29-Oct-19,Current
ASQA,41047,ARBORLEC PTY LTD,30-Oct-14,29-Oct-19,Current
ASQA,41048,Clear Fountain Pty Ltd,31-Oct-14,30-Oct-19,Current
Vic VRQA,4105,St Michael's Grammar School,1-Jun-93,27-Jul-07,Non-Current
ASQA,41050,AYERS MANAGEMENT PTY LTD,11-Nov-14,10-Nov-19,Current
ASQA,41051,Ohana for Youth Inc,13-Nov-14,12-Nov-19,Current
ASQA,41052,JODY BECKETT,13-Nov-14,12-Nov-19,Current
ASQA,41053,OPTIMISTIC FUTURES PTY. LTD.,10-Nov-14,9-Nov-19,Current
ASQA,41055,APPLIED TRAINING PTY LTD,1-Dec-14,30-Nov-19,Current
ASQA,41056,3Bridges Community Limited,11-Dec-14,10-Dec-19,Current
ASQA,41057,PKWHITEHEAD PTY. LTD.,16-Dec-14,19-Oct-15,Cancelled
ASQA,41058,XPO Promotions Pty Ltd,16-Dec-14,15-Dec-19,Current
ASQA,41059,PARADIGM TRAINING GROUP PTY LTD,16-Dec-14,15-Dec-19,Current
Vic VRQA,4106,St Mirins International,1-May-94,31-May-02,Non-Current
ASQA,41060,COMPETENCY AND COMPLIANCE SOLUTIONS PTY LTD,18-Dec-14,17-Dec-19,Current
ASQA,41061,VIVEK DIXIT,18-Dec-14,17-Dec-19,Current
ASQA,41062,ESARR GROUP PTY LTD,19-Dec-14,18-Dec-19,Current
ASQA,41063,THE FLOWER SCHOOL PTY. LTD.,19-Dec-14,18-Dec-19,Current
ASQA,41064,THE FASHION INSTITUTE PTY LTD,22-Dec-14,21-Dec-19,Current
ASQA,41065,ONSITE TRAINING SOLUTIONS PTY. LTD.,23-Dec-14,22-Dec-19,Current
ASQA,41066,BROADBAND CONNECT PTY LTD,23-Dec-14,22-Dec-19,Current
ASQA,41067,MAWTA PTY LTD,23-Dec-14,22-Dec-19,Current
ASQA,41068,GET QUALIFIED AUSTRALIA - ADELAIDE PTY LTD,23-Dec-14,22-Dec-19,Current
ASQA,41069,EIR Group Pty Ltd,23-Dec-14,22-Dec-19,Current
Vic VRQA,4107,St Vincent's Hospital,1-Dec-95,31-Dec-03,Non-Current
ASQA,41070,MANTRA ACADEMY PTY LTD,23-Dec-14,22-Dec-19,Current
ASQA,41071,ALMA 1 PTY LTD,23-Dec-14,22-Dec-19,Current
ASQA,41072,Aesthetic International Pty Ltd,23-Dec-14,22-Dec-19,Current
ASQA,41074,NSW CHAMBER OF FRUIT & VEGETABLE INDUSTRIES INC,12-Jan-15,11-Jan-20,Current
ASQA,41075,SKILLSET TRAINING INSTITUTE PTY LTD,12-Jan-15,11-Jan-20,Current
ASQA,41076,QUALITY TRAINING &DAY CARE CENTER PTY. LTD.,13-Jan-15,12-Jan-20,Current
ASQA,41077,TRAIN & EDUCATE AUSTRALIA PTY LTD,16-Jan-15,15-Jan-20,Current
ASQA,41078,One Legal Pty Ltd,13-Jan-15,12-Jan-20,Current
ASQA,41079,TUT TRAINING COLLEGE PTY LTD,16-Jan-15,15-Jan-20,Current
Vic VRQA,4108,Stafford Manufacturing Pty Ltd,9-Jan-96,30-Sep-04,Non-Current
ASQA,41080,WISDOM SKILLS AND TRAINING ACADEMY PTY LTD,20-Jan-15,19-Jan-20,Current
ASQA,41081,EAST WEST TRAINING PTY. LTD.,21-Jan-15,20-Jan-20,Current
ASQA,41082,BEST TRAINING SOLUTIONS PTY. LTD.,21-Jan-15,14-Jun-15,Cancelled
ASQA,41083,THE SOUTHERN AUTOMATIC PATROL TELESCOPE SERVICE PTY. LTD.,29-Jan-15,28-Jan-20,Current
ASQA,41084,WESTBOURNE COLLEGE PTY LTD,22-Jan-15,21-Jan-20,Current
ASQA,41085,COOPERS AND COOPERS GROUP PTY LTD,29-Jan-15,28-Jan-20,Current
ASQA,41086,SOUTHERN CROSS TRAINING (INT) PTY LTD,29-Jan-15,28-Jan-20,Current
ASQA,41087,Silver Academy Pty Ltd,30-Jan-15,29-Jan-20,Current
ASQA,41088,NATIONAL TRAINING AND EDUCATION PTY LTD,6-Feb-15,5-Feb-20,Current
ASQA,41089,M.S AVIATION PTY LTD,9-Feb-15,8-Feb-20,Current
ASQA,41090,WINDSOR COLLEGE PTY LTD,23-Feb-15,22-Feb-20,Current
ASQA,41091,CARE EDUCATION & TRAINING SERVICES PTY LTD,26-Feb-15,25-Feb-20,Current
ASQA,41092,iLEAD Training Pty Ltd,26-Feb-15,25-Feb-20,Current
ASQA,41093,GET QUALIFIED AUSTRALIA - CANBERRA PTY LTD,2-Mar-15,1-Mar-20,Current
ASQA,41094,GET QUALIFIED AUSTRALIA - BRISBANE PTY LTD,2-Mar-15,1-Mar-20,Current
ASQA,41095,Early Learning Employment Management & Training Pty Ltd,4-Mar-15,3-Mar-20,Current
ASQA,41096,Ashton Lee Pty Ltd as trustee for the Ashton Lee Family Trust,4-Mar-15,3-Mar-20,Current
ASQA,41097,BALLISTIC TRAINING SOLUTIONS PTY. LTD.,4-Mar-15,3-Mar-20,Current
ASQA,41098,Black Dot Solutions Pty Ltd as trustee for the Black Dot Solutions Unit Trust,4-Mar-15,3-Mar-20,Current
ASQA,41099,MENTIS HOLDINGS PTY LTD,2-Mar-15,1-Mar-20,Current
Vic VRQA,4110,Water Training Centre,1-May-98,31-May-04,Non-Current
ASQA,41100,JDLF INTERNATIONAL PTY. LTD.,16-Mar-15,15-Mar-20,Current
ASQA,41101,DIRECT TRAINING SERVICES ONLINE PTY LTD,16-Mar-15,15-Mar-20,Current
ASQA,41102,Australian International Training College Pty Ltd  as trustee for AITC Discretionary Trust,16-Mar-15,15-Mar-20,Current
ASQA,41103,PROGRESSIVE DIAGNOSTICS PTY LTD,25-Mar-15,24-Mar-20,Current
ASQA,41104,AUSTRALIAN TRAINING AND EDUCATION COLLEGE PTY LTD,26-Mar-15,25-Mar-20,Current
ASQA,41105,G'DAY AUSTRALIA PTY LTD,31-Mar-15,30-Mar-20,Current
ASQA,41106,STAR ACADEMY (SA) PTY LTD,31-Mar-15,30-Mar-20,Current
ASQA,41107,OP-RISK SOLUTIONS PTY LTD,2-Apr-15,1-Apr-20,Current
ASQA,41108,Australian Basketball Digest Pty Ltd as the trustee for Australian Basketball Digest Trust,7-Apr-15,6-Apr-22,Current
ASQA,41109,CLAREDALE ACADEMY PTY. LTD.,7-Apr-15,6-Apr-22,Current
Vic VRQA,4111,Store and Forklift Trainers Pty Ltd,1-Aug-95,31-Aug-03,Non-Current
ASQA,41110,NCA TRAINING PTY LTD,13-Apr-15,12-Apr-22,Current
ASQA,41111,VOCATIONAL TRAINING INSTITUTE PTY LTD,13-Apr-15,12-Apr-22,Current
ASQA,41113,CONSTANT EDUCATION PTY LTD,13-Apr-15,12-Apr-22,Current
ASQA,41114,EDGE WORKFORCE PTY LTD,7-Apr-15,6-Apr-22,Current
ASQA,41115,Acert Training Pty Ltd as trustee for the Acert Training Unit Trust,8-Apr-15,7-Apr-22,Current
ASQA,41117,TTY COLLECTIVE PTY LTD,20-Apr-15,19-Apr-22,Current
ASQA,41118,INTERNATIONAL INSTITUTE MELBOURNE PTY LTD,20-Apr-15,19-Apr-22,Current
ASQA,41119,Australian Group Training Pty Ltd,20-Apr-15,19-Apr-22,Current
ASQA,4112,Acknowledge Education Pty Ltd,31-Dec-13,30-Dec-18,Current
ASQA,41120,GAPS EDUCATION PTY LTD,20-Apr-15,19-Apr-22,Current
ASQA,41121,UTA INSTITUTE OF TECHNOLOGY PTY. LTD.,21-Apr-15,20-Apr-22,Current
ASQA,41122,SUPERIOR TRAINING CENTRE PTY LTD,22-Apr-15,21-Apr-22,Current
ASQA,41123,AMAZING EDUCATION & TRAINING PTY LTD,23-Apr-15,22-Apr-22,Current
ASQA,41124,GREILINDA PTY LTD,24-Apr-15,23-Apr-22,Current
ASQA,41126,Gen Institute Pty Ltd,21-Apr-15,20-Apr-22,Current
ASQA,41127,INDUSTRY EDUCATION AUSTRALIA RTO PTY LTD,28-Apr-15,27-Apr-22,Current
ASQA,41128,TRAINING ORGANISATION NSW PTY LTD,28-Apr-15,27-Apr-22,Current
ASQA,41129,TRAINING ORGANISATION QUEENSLAND PTY LTD,28-Apr-15,27-Apr-22,Current
Vic VRQA,4113,Stott's Correspondence College Pty Ltd,1-May-98,31-May-04,Non-Current
ASQA,41130,REACH EDUCATION GROUP PTY LTD,28-Apr-15,27-Apr-22,Current
ASQA,41131,WAVES INSTITUTE PTY. LTD.,28-Apr-15,27-Apr-22,Current
ASQA,41132,5 STAR TRAINING INSTITUTE PTY. LTD.,28-Apr-15,27-Apr-22,Current
ASQA,41133,SYDNEY ART SCHOOL PTY LTD,29-Apr-15,28-Apr-22,Current
ASQA,41134,Bowen Training Australia Inc,30-Apr-15,29-Apr-22,Current
ASQA,41135,TRAIN N TRADE PTY LTD,30-Apr-15,29-Apr-22,Current
ASQA,41136,INTERNATIONAL COLLEGE OF MELBOURNE PTY LTD,4-May-15,3-May-22,Current
ASQA,41137,SOUND DESIGN PTY LTD,4-May-15,3-May-22,Current
ASQA,41138,BRIGHTON PACIFIC PTY. LTD,4-May-15,3-May-22,Current
ASQA,41139,THE LEADERSHIP COLLEGE PTY LTD,4-May-15,3-May-22,Current
ASQA,41140,ADVANCED SKILLS INSTITUTE PTY LTD,4-May-15,3-May-22,Current
ASQA,41141,Urban Training Academy Australia  Pty Ltd,5-May-15,4-May-22,Current
ASQA,41142,UNIVERSITY OF SOUTHERN QUEENSLAND,5-May-15,4-May-22,Current
ASQA,41143,NATIONAL INSTITUTE OF TECHNOLOGY PTY. LTD.,6-May-15,5-May-22,Current
ASQA,41144,AUSTRALASIAN INTERNATIONAL ACADEMY PTY. LTD.,7-May-15,6-May-22,Current
ASQA,41146,AUSTRALIAN ACADEMY OF CLINICAL LEADERSHIP PTY LTD,8-May-15,7-May-22,Current
ASQA,41147,KnowledgEquity Pty Ltd,8-May-15,7-May-22,Current
ASQA,41148,Brighten Institute Australia PTY Ltd,14-May-15,13-May-22,Current
ASQA,41149,SOL EDUCATION PTY LTD,15-May-15,14-May-22,Current
ASQA,41150,NSW INSTITUTE PTY LTD,15-May-15,14-May-22,Current
ASQA,41151,NIMT Pty Ltd,18-May-15,17-May-22,Current
ASQA,41152,BENDIGO LIVOUS TRAINING INSTITUTE PTY LTD,18-May-15,17-May-22,Current
ASQA,41153,INTERGROUP TRAINING SERVICES PTY LTD,18-May-15,17-May-22,Current
ASQA,41154,GLOBAL EDUCATIONAL INITIATIVE PTY. LTD.,18-May-15,17-May-22,Current
ASQA,41155,Key Source Rail Pty Ltd,18-May-15,17-May-22,Current
ASQA,41156,AHO TRAINING PTY LTD,19-May-15,18-May-22,Current
ASQA,41157,CROWD MANAGER PTY LTD,19-May-15,18-May-22,Current
ASQA,41158,CONSTRUCTION TRADE QUALIFICATIONS PTY LTD,19-May-15,18-May-22,Current
ASQA,41159,TRISTAR EDUCATION PTY LTD,19-May-15,18-May-22,Current
ASQA,4116,Sunraysia & Murray Group Training Ltd,1-Jan-96,31-May-15,Cancelled
ASQA,41160,Skills International Pty Ltd,19-May-15,18-May-22,Current
ASQA,41161,UNITED BUSINESS COLLEGE PTY LTD,19-May-15,18-May-22,Current
ASQA,41162,UPLIFT VOCATIONAL TRAINING PTY. LTD.,22-May-15,21-May-22,Current
ASQA,41163,AUST SKILLS SYSTEM PTY LTD,27-May-15,26-May-22,Current
ASQA,41164,ATARO PTY LTD,1-Jun-15,31-May-22,Current
ASQA,41165,North Coast Training Company Pty Ltd ATF The Walker Family Trust,3-Jun-15,2-Jun-22,Current
ASQA,41166,MEDICAL TRAINING AND DEVELOPMENT PTY LTD,3-Jun-15,2-Jun-22,Current
ASQA,41167,Universal Training Centre Pty Ltd,4-Jun-15,3-Jun-22,Current
ASQA,41168,OUR PEOPLE PTY LTD,4-Jun-15,3-Jun-22,Current
ASQA,41169,IMAGE AUSTRALIAN MODERN ACADEMY PTY. LTD.,9-Jun-15,8-Jun-22,Current
ASQA,41170,MT & IA Pty Ltd,9-Jun-15,8-Jun-22,Current
ASQA,41171,INTERNATIONAL FITNESS INSTITUTE PTY LTD,9-Jun-15,8-Jun-22,Current
ASQA,41172,SANDVIK AUSTRALIA HOLDINGS PTY LTD,13-Jun-15,12-Jun-22,Current
ASQA,41173,TALON EDUCATION AND TRAINING PTY LTD,15-Jun-15,14-Jun-22,Current
ASQA,41174,AUSTRALIAN ACADEMY OF TRADES PTY LTD,13-Jun-15,12-Jun-22,Current
ASQA,41175,EXCEED CHILDCARE TRAINING PTY LTD,16-Jun-15,15-Jun-22,Current
ASQA,41176,URBAN RAIL SAFETY PTY LTD,16-Jun-15,15-Jun-22,Current
ASQA,41177,International College of Management Pty Ltd,16-Jun-15,15-Jun-22,Current
ASQA,41178,LEXIS ASIA PTY. LTD.,17-Jun-15,16-Jun-22,Current
ASQA,41179,LET TRAINING AND CONSULTATION SERVICES PTY. LTD.,17-Jun-15,16-Jun-22,Current
ASQA,41180,Block Education Pty Ltd,17-Jun-15,16-Jun-22,Current
ASQA,41181,Block Learning Pty Ltd,17-Jun-15,16-Jun-22,Current
ASQA,41182,SYDNEY INTERNATIONAL INSTITUTE PTY LTD,17-Jun-15,16-Jun-22,Current
ASQA,41183,DYNAMIC EDUCATION GROUP PTY LTD,19-Jun-15,18-Jun-22,Current
ASQA,41184,FUTUREWEST INSTITUTE PTY LTD ATF NIKITA ALPHA TRUST,19-Jun-15,18-Jun-22,Current
ASQA,41185,THE ENTOURAGE EDUCATION GROUP PTY LTD,22-Jun-15,21-Jun-22,Current
ASQA,41186,BALASKA PTY LTD,22-Jun-15,21-Jun-22,Current
ASQA,41187,Nova428 Pty Ltd,24-Jun-15,23-Jun-22,Current
ASQA,41188,MAZDA TECHNICAL TRAINING AUSTRALIA PTY LTD,23-Jun-15,22-Jun-22,Current
Vic VRQA,4119,Karingal Inc,1-Dec-96,31-Dec-99,Non-Current
ASQA,41190,IMIS NSW Pty Ltd as trustee for The McLoughlin Family Trust,25-Jun-15,24-Jun-22,Current
ASQA,41191,Training & Assessment Solutions Pty Ltd,25-Jun-15,24-Jun-22,Current
ASQA,41192,Deaf Services Queensland,25-Jun-15,24-Jun-22,Current
ASQA,41193,ACCURATE TRAINING INSTITUTE PTY LTD,29-Jun-15,28-Jun-22,Current
ASQA,41195,Asset Aviation International Pty Ltd,1-Jul-15,30-Jun-22,Current
ASQA,41196,SKILLS FOR EXCELLENCE PTY LTD,1-Jul-15,30-Jun-22,Current
ASQA,41197,TOTAL E! TRAINING SERVICES PTY LTD,1-Jul-15,30-Jun-22,Current
ASQA,41198,AUSTRALIA TRAINING PTY. LTD.,2-Jul-15,1-Jul-22,Current
ASQA,41199,Malwa Education Australia Pty. Ltd.,30-Jun-15,29-Jun-22,Current
ASQA,41200,AUSTRALIAN INTERNATIONAL TRAINING INSTITUTE PTY. LTD.,2-Jul-15,1-Jul-22,Current
ASQA,41201,ZHOUAND INSTITUTE PTY. LTD.,1-Jul-15,30-Jun-22,Current
ASQA,41202,AITE PTY LTD,5-Jul-15,4-Jul-22,Current
ASQA,41203,KEY COLLEGE PTY LTD,23-Jun-15,22-Jun-22,Current
ASQA,41204,SYDNEY METRO COLLEGE PTY LTD,7-Jul-15,6-Jul-22,Current
ASQA,41205,MARSHALL INSTITUTE OF TRAINING PTY LTD,10-Jul-15,9-Jul-22,Current
ASQA,41206,Training Online Australia Pty Ltd,10-Jul-15,9-Jul-22,Current
ASQA,41207,THE CYBER SECURITY TRAINING INSTITUTE OF AUSTRALIA PTY LTD,12-Jul-15,11-Jul-22,Current
ASQA,41208,ASPIRE COLLEGE OF EDUCATION PTY LTD (in Administration),13-Jul-15,12-Jul-22,Current
ASQA,41209,Propel Education and Training Pty Ltd as The Trustee for Propel Education and Training Trust,13-Jul-15,12-Jul-22,Current
ASQA,41210,AERODROME OPERATION SUPPORT PTY. LTD.,13-Jul-15,12-Jul-22,Current
ASQA,41211,THE INTERNATIONAL COLLEGE PTY. LTD.,13-Jul-15,12-Jul-22,Current
ASQA,41212,GET Compliance Pty Ltd,13-Jul-15,12-Jul-22,Current
ASQA,41213,SANCREST HOLDINGS PTY LTD,15-Jul-15,14-Jul-22,Current
ASQA,41214,Techknowledgey Pty Ltd as The Trustee for The Tornado Trust,7-Jul-15,6-Jul-22,Current
ASQA,41215,AUSTRALIAN INTERNATIONAL COLLEGE PTY LTD,17-Jul-15,16-Jul-22,Current
ASQA,41216,BUILDING COLLEGE AUSTRALIA PTY LTD,21-Jul-15,20-Jul-22,Current
ASQA,41217,IIPM PTY LTD,21-Jul-15,20-Jul-22,Current
ASQA,41218,EPIC EMPLOYMENT SERVICE INC,22-Jul-15,21-Jul-22,Current
ASQA,41219,Aviation Safety Institute Pty Ltd,23-Jul-15,22-Jul-22,Current
ASQA,41220,NEW ENGLAND SCHOOL OF ENGLISH PTY. LTD.,14-Jul-15,13-Jul-22,Current
ASQA,41221,EASY TRAINING SOLUTIONS PTY. LTD.,24-Jul-15,23-Jul-22,Current
ASQA,41222,EDUCATION PATHWAY AUSTRALIA PTY LTD,16-Mar-15,15-Mar-22,Current
ASQA,41223,TRIUMPH TRAINING ACADEMY PTY LTD,23-Jul-15,22-Jul-22,Current
ASQA,41224,VALIDUM GROUP PTY. LIMITED,28-Jul-15,27-Jul-22,Current
ASQA,41225,CAIRNS STEEL CONSTRUCTION PTY LTD,19-Jun-15,18-Jun-22,Current
ASQA,41226,TENNYSON INSTITUTE PTY LTD,29-Jul-15,28-Jul-22,Current
ASQA,41227,GRACE TRAINING PTY LTD,28-Jul-15,27-Jul-22,Current
ASQA,41228,Manigram Pty Ltd,3-Aug-15,2-Aug-22,Current
ASQA,41229,Platinum Properties Melbourne Pty Limited,28-Jul-15,27-Jul-22,Current
Vic VRQA,4123,Swan Training Association Inc,1-Nov-93,15-Feb-11,Non-Current
ASQA,41230,Touchstonecare Pty Ltd as The Trustee for Touchstonecare Trust,3-Aug-15,2-Aug-22,Current
ASQA,41231,AUSTRALIAN NURSING AND TRAINING SERVICES PTY LTD,3-Aug-15,2-Aug-22,Current
ASQA,41232,K.J RICHARDS & R.P RICHARDS,4-Aug-15,3-Aug-22,Current
ASQA,41233,Swetha International Pty Ltd,3-Aug-15,2-Aug-22,Current
ASQA,41234,THOMAS INSTITUTE PTY LTD,4-Aug-15,3-Aug-22,Current
ASQA,41235,BTR Training Pty Ltd,22-Jul-15,21-Jul-22,Current
ASQA,41236,A SONTAG & L.S SONTAG,30-Jul-15,29-Jul-22,Current
ASQA,41237,ACE INSTITUTE PTY LTD,4-Aug-15,3-Aug-22,Current
ASQA,41238,SHAMROCK INSTITUTE PTY LTD,5-Aug-15,4-Aug-22,Current
ASQA,41239,Agritas Trade College Pty Ltd ATF The Trade College Unit Trust,5-Aug-15,4-Aug-22,Current
Vic VRQA,4124,Swinburne Senior Secondary College,1-Dec-93,31-Dec-12,Cancelled
ASQA,41240,MAX INSTITUTE PTY LTD,5-Aug-15,4-Aug-22,Current
ASQA,41241,RESORT MANAGEMENT & LICENSING TRAINING PTY. LTD.,6-Aug-15,5-Aug-22,Current
ASQA,41242,TERTIUS TRAINING PTY LTD,7-Aug-15,6-Aug-22,Current
ASQA,41243,IRON GYM PTY LTD,6-Aug-15,5-Aug-22,Current
ASQA,41244,PACIFIC COLLEGE SYDNEY PTY LTD,13-Aug-15,12-Aug-22,Current
ASQA,41245,FIREGROUND PTY LIMITED,14-Aug-15,13-Aug-22,Current
